day,month_year,category,class_name,location,time_of_day,duration
14,"September, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,2:30pm,(60 min)
14,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
10,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"September, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"September, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
31,"August, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,8:00am,(60 min)
31,"August, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
29,"August, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
27,"August, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"August, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"August, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,8:00am,(60 min)
24,"August, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"August, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
21,"August, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,8:00am,(60 min)
20,"August, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"August, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,1:30pm,(60 min)
19,"August, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"August, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,8:00am,(60 min)
07,"August, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,9:30am,(60 min)
05,"August, 2020",Other,,Cypress Pro Medical Group w/ Minh Luu,9:00am,(60 min)
02,"July, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"July, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
29,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
26,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:00pm,(45 min)
25,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"June, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
22,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
20,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
18,"June, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
18,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"June, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
15,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
13,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
11,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"June, 2020",Martial arts,Online Advanced,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,7:00pm EDT,(45 min)
08,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"June, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"June, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
03,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"June, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
01,"June, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
01,"June, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"May, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
29,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
28,"May, 2020",Martial arts,Striking and Clinching,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
28,"May, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
28,"May, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
27,"May, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"May, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
25,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
21,"May, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
21,"May, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
20,"May, 2020",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",8:00pm,(30 min)
20,"May, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
20,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
19,"May, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
19,"May, 2020",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,7:00am,(60 min)
18,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
14,"May, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
13,"May, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
13,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
12,"May, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
11,"May, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
11,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
07,"May, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
06,"May, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
05,"May, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
04,"May, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
01,"May, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
29,"April, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
27,"April, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
22,"April, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
20,"April, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
13,"April, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
08,"April, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
08,"April, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
07,"April, 2020",Martial arts,Fighting Mastery Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
06,"April, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
01,"April, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
30,"March, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
30,"March, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,6:00pm EDT,(60 min)
25,"March, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
23,"March, 2020",Martial arts,Fighting Foundations Online,Valente Brothers Jujutsu North Miami Beach w/ Pedro Valente,10:45pm EDT,(60 min)
23,"March, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
18,"March, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",7:00pm,(60 min)
16,"March, 2020",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
16,"March, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"March, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"March, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
29,"February, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
27,"February, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"February, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
20,"February, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"February, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"February, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
15,"February, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
13,"February, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"February, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
10,"February, 2020",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
10,"February, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"February, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"February, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"February, 2020",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
03,"February, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"February, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
29,"January, 2020",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
29,"January, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"January, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
25,"January, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
22,"January, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
13,"January, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"January, 2020",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
06,"January, 2020",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"December, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
16,"December, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"December, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
11,"December, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
11,"December, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"December, 2019",Martial arts,Fighting Foundations™,Valente Brothers Jujutsu North Miami Beach,10:00am EST,(60 min)
04,"December, 2019",Other,,Cypress Pro Medical Group w/ Minh Luu,4:00pm,(60 min)
04,"December, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
04,"December, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"November, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
25,"November, 2019",Other,,Cypress Pro Medical Group w/ Minh Luu,4:00pm,(60 min)
25,"November, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"November, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
20,"November, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"November, 2019",Other,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,(60 min)
18,"November, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
18,"November, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"November, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
15,"November, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
13,"November, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"November, 2019",Other,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,(60 min)
09,"November, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
30,"October, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"October, 2019",Other,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,(60 min)
28,"October, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"October, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
16,"October, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"October, 2019",Other,,Cypress Pro Medical Group w/ Minh Luu,3:00pm,(60 min)
14,"October, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"October, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
11,"October, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
09,"October, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"October, 2019",Other,,Cypress Pro Medical Group w/ Minh Luu,3:00pm,(60 min)
07,"October, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"October, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"September, 2019",Other,,Cypress Pro Medical Group w/ Minh Luu,3:30pm,(60 min)
11,"September, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"September, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"September, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
04,"September, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
04,"September, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"August, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
21,"August, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"August, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"August, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
14,"August, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"August, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
10,"August, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
07,"August, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"August, 2019",Bootcamp,Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
05,"August, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"July, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
22,"July, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
22,"July, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
20,"July, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
17,"July, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
15,"July, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
15,"July, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
13,"July, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
08,"July, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"July, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"July, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"June, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"June, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
24,"June, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"June, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
21,"June, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
19,"June, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"June, 2019",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled Coach,6:00am,(60 min)
17,"June, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
15,"June, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
12,"June, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
10,"June, 2019",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
10,"June, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"June, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
22,"May, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
20,"May, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"May, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
17,"May, 2019",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
13,"May, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"May, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
08,"May, 2019",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
08,"May, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"April, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
22,"April, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"April, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
15,"April, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
13,"April, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
10,"April, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
08,"April, 2019",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
08,"April, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"April, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
03,"April, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"April, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
25,"March, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"March, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
20,"March, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"March, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"March, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
11,"March, 2019",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
09,"March, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
06,"March, 2019",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
06,"March, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"March, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"March, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
01,"March, 2019",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
27,"February, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
25,"February, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
20,"February, 2019",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
20,"February, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"February, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
