day,month,year,category,class_name,location,time_of_day,duration
29,December,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
28,December,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
27,December,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
22,December,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
20,December,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
20,December,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,December,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
18,December,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,December,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,December,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
13,December,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,December,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
11,December,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,December,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,December,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
6,December,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
6,December,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,December,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
2,December,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,December,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
29,November,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
29,November,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,November,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
27,November,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,November,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
15,November,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
15,November,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,November,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
13,November,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,November,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,November,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
8,November,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
8,November,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,November,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
3,November,2017,Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,Unknown,0 days 01:00:00
1,November,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,October,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
28,October,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,October,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,October,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
21,October,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,October,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,October,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,October,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,October,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,September,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,September,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,September,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,September,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,September,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,September,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,September,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,September,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,September,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,August,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
21,August,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,August,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,August,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,August,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
7,August,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,August,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,July,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,July,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,July,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
28,June,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,June,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,June,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
21,June,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,June,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,June,2017,Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,June,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,June,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
7,June,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
5,June,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
3,June,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
31,May,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,May,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
22,May,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,May,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,May,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
15,May,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,May,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
10,May,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,May,2017,Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00
8,May,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,May,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
29,April,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
26,April,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,April,2017,Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00
24,April,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
24,April,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
22,April,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
19,April,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,April,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
15,April,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
12,April,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
29,March,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,March,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,March,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,March,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,March,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,March,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,March,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,March,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,March,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,March,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,March,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
27,February,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,February,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
20,February,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
18,February,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
15,February,2017,Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00
15,February,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
15,February,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
13,February,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,February,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,February,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
8,February,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
6,February,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,February,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,February,2017,Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00
1,February,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
1,February,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
30,January,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
28,January,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
25,January,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
23,January,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
16,January,2017,Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00
16,January,2017,Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
14,January,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
11,January,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
9,January,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
7,January,2017,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
4,January,2017,Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
17,December,2016,Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00
